PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Partial Match	0.45	False	Has been found on	Affects	1.0	African Psila	African Psila	0.5	mandarin trees	mandarin
Partial Match	0.9	False	Has been found on	Affects	1.0	African Psila	African Psila	1.0	lemon	lemon
Partial Match	0.9	False	Has been found on	Affects	1.0	African Psila	African Psila	1.0	orange	orange
Partial Match	0.9	False	Transmits	Causes	1.0	African Psila	African Psila	1.0	HLB, Greening, greening of trees. citrus, Huanglongbing	Huanglongbing
False Negative	0.0		Located in			varieties of citrus fruits, citrus trees			Cantabrian Coast, Cantabria	
False Negative	0.0		Located in			African Psila			Cantabrian Coast, Cantabria	
False Negative	0.0		Has been found on			African Psila			varieties of citrus fruits, citrus trees	
False Negative	0.0		Located in			lemon			Cantabrian Coast, Cantabria	
False Negative	0.0		Located in			orange			Cantabrian Coast, Cantabria	
False Negative	0.0		Located in			mandarin trees			Cantabrian Coast, Cantabria	
False Negative	0.0		Located in			African Psila			municipality of Miengo, town of Mogro, MOGRO, Miengo	
False Negative	0.0		Located in			African Psila			Canary Islands	
False Negative	0.0		Located in			African Psila			northern Portugal	
False Negative	0.0		Located in			African Psila			Galicia	
False Positive	0.0			Have been found on			Tamarixia dryi			citrus trees
False Positive	0.0			Affects			Huanglongbing			citrus trees
