PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Match	1.0	True	Located in	Located in	1.0	citrus cultivation, citrus fruits, cultivation of citrus fruits, citrus, citrus plants	citrus plants	1.0	Italy	Italy
Partial Match	0.5	True	Located in	Located in	1.0	Tristeza	Tristeza	0.5	Sicily, Sicily Region	Sicily
Match	1.0	True	Located in	Located in	1.0	Tristeza	Tristeza	1.0	Italy	Italy
Partial Match	0.3333333333333333	True	Affects	Affects	0.3333333333333333	Tristeza	CTV-Citrus tristeza virus	1.0	citrus cultivation, citrus fruits, cultivation of citrus fruits, citrus, citrus plants	citrus plants
False Negative	0.0		Located in			citrus cultivation, citrus fruits, cultivation of citrus fruits, citrus, citrus plants			Etnean capital	
False Negative	0.0		Located in			citrus cultivation, citrus fruits, cultivation of citrus fruits, citrus, citrus plants			Sicily, Sicily Region	
False Negative	0.0		Located in			HLB			Spain	
False Negative	0.0		Located in			HLB			USA, United States	
False Negative	0.0		Affects			HLB			citrus cultivation, citrus fruits, cultivation of citrus fruits, citrus, citrus plants	
False Negative	0.0		Located in			citrus cultivation, citrus fruits, cultivation of citrus fruits, citrus, citrus plants			Spain	
False Negative	0.0		Located in			citrus cultivation, citrus fruits, cultivation of citrus fruits, citrus, citrus plants			USA, United States	
False Negative	0.0		Located in			HLB			Mediterranean	
False Negative	0.0		Located in			HLB disease			USA, United States	
False Negative	0.0		Located in			citrus cultivation, citrus fruits, cultivation of citrus fruits, citrus, citrus plants			Acireale	
False Positive	0.0			Have been found on			citrus plants			citrus fruits
False Positive	0.0			Have been found on			Phytophthora			citrus plants
False Positive	0.0			Have been found on			viruses and viroids			citrus plants
False Positive	0.0			Have been found on			nematodes			citrus plants
False Positive	0.0			Affects			Huanglongbing (HLB) or Citrus greening			citrus plants
False Positive	0.0			Causes			yellow branch disease			Huanglongbing (HLB) or Citrus greening
False Positive	0.0			Have been found on			C35			Tarocco Scirè
False Positive	0.0			Have been found on			Californian Bitters			Tarocco Scirè
False Positive	0.0			Have been found on			C35			Mandared
False Positive	0.0			Have been found on			Californian Bitters			Mandared
False Positive	0.0			Located in			C35			Italy
False Positive	0.0			Located in			Californian Bitters			Italy
False Positive	0.0			Located in			C35			Sicily
False Positive	0.0			Located in			Californian Bitters			Sicily
