PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Partial Match	0.9	False	Has been found on	Affects	1.0	ToBRFV, Tomato brown rugose fruit virus	Tomato brown rugose fruit virus	1.0	chili pepper, chili	chili pepper
Partial Match	0.9	False	Has been found on	Affects	1.0	ToBRFV, Tomato brown rugose fruit virus	Tomato brown rugose fruit virus	1.0	tomato, Solanum lycopersicum	tomato
Partial Match	0.9	False	Has been found on	Affects	1.0	ToBRFV, Tomato brown rugose fruit virus	Tomato brown rugose fruit virus	1.0	bell pepper, paprika	paprika
False Positive	0.0			Affects			Tomato brown rugose fruit virus			Solanum lycopersicum
False Positive	0.0			Affects			Tomato brown rugose fruit virus			Capsicum spp.
False Positive	0.0			Affects			ToBRFV			tomato
False Positive	0.0			Affects			ToBRFV			Solanum lycopersicum
False Positive	0.0			Affects			ToBRFV			paprika
False Positive	0.0			Affects			ToBRFV			chili pepper
False Positive	0.0			Affects			ToBRFV			Capsicum spp.
