PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Match	1.0	True	Located in	Located in	1.0	African Psila	African Psila	1.0	Cantabria, Cantabrian Coast	Cantabria
Partial Match	0.36000000000000004	False	Has been found on	Causes	1.0	African Psila	African Psila	0.4	varieties of citrus fruits, citrus trees	greening of citrus trees (Greening)
Partial Match	0.9	False	Has been found on	Affects	1.0	African Psila	African Psila	1.0	mandarin trees	mandarin trees
Partial Match	0.9	False	Has been found on	Affects	1.0	African Psila	African Psila	1.0	lemon	lemon
Partial Match	0.9	False	Has been found on	Affects	1.0	African Psila	African Psila	1.0	orange	orange
Match	1.0	True	Located in	Located in	1.0	African Psila	African Psila	1.0	Canary Islands	Canary Islands
Match	1.0	True	Located in	Located in	1.0	African Psila	African Psila	1.0	northern Portugal	northern Portugal
Match	1.0	True	Located in	Located in	1.0	African Psila	African Psila	1.0	Galicia	Galicia
Partial Match	0.45	False	Transmits	Causes	1.0	African Psila	African Psila	0.5	Huanglongbing	Huanglongbing (HLB)
False Negative	0.0		Located in			varieties of citrus fruits, citrus trees			Cantabria, Cantabrian Coast	
False Negative	0.0		Located in			lemon			Cantabria, Cantabrian Coast	
False Negative	0.0		Located in			orange			Cantabria, Cantabrian Coast	
False Negative	0.0		Located in			mandarin trees			Cantabria, Cantabrian Coast	
False Negative	0.0		Located in			African Psila			municipality of Miengo, MOGRO, Miengo, town of Mogro	
False Positive	0.0			Have been found on			Tamarixia dryi			citrus trees
False Positive	0.0			Affects			Huanglongbing (HLB)			citrus trees
False Positive	0.0			Affects			greening of citrus trees (Greening)			citrus trees
