PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Partial Match	0.5	True	Located in	Located in	0.5	citrus cultivation, citrus fruits, cultivation of citrus fruits, citrus, citrus plants	citrus fruits	1.0	Italy	Italy
False Negative	0.0		Located in			citrus cultivation, citrus fruits, cultivation of citrus fruits, citrus, citrus plants			Etnean capital	
False Negative	0.0		Located in			Tristeza			Sicily, Sicily Region	
False Negative	0.0		Located in			Tristeza			Italy	
False Negative	0.0		Affects			Tristeza			citrus cultivation, citrus fruits, cultivation of citrus fruits, citrus, citrus plants	
False Negative	0.0		Located in			citrus cultivation, citrus fruits, cultivation of citrus fruits, citrus, citrus plants			Sicily, Sicily Region	
False Negative	0.0		Located in			HLB			Spain	
False Negative	0.0		Located in			HLB			USA, United States	
False Negative	0.0		Affects			HLB			citrus cultivation, citrus fruits, cultivation of citrus fruits, citrus, citrus plants	
False Negative	0.0		Located in			citrus cultivation, citrus fruits, cultivation of citrus fruits, citrus, citrus plants			Spain	
False Negative	0.0		Located in			citrus cultivation, citrus fruits, cultivation of citrus fruits, citrus, citrus plants			USA, United States	
False Negative	0.0		Located in			HLB			Mediterranean	
False Negative	0.0		Located in			HLB disease			USA, United States	
False Negative	0.0		Located in			citrus cultivation, citrus fruits, cultivation of citrus fruits, citrus, citrus plants			Acireale	
False Positive	0.0			Causes			Tristeza			yellow branch disease
False Positive	0.0			Affects			Huanglongbing (HLB)			citrus fruits
False Positive	0.0			Have been found on			Phytophthora			citrus fruits
False Positive	0.0			Have been found on			Tarocco Scirè			C35
False Positive	0.0			Have been found on			Tarocco Scirè			Californian Bitters
False Positive	0.0			Have been found on			Tarocco Scirè			Carpenter
False Positive	0.0			Have been found on			Tarocco Scirè			Furr
False Positive	0.0			Have been found on			Tarocco Scirè			Citrange Carrizo
False Positive	0.0			Have been found on			Citrus clementina			C35
False Positive	0.0			Have been found on			Citrus sinensis			C35
False Positive	0.0			Have been found on			Citrus clementina			Californian Bitters
False Positive	0.0			Have been found on			Citrus sinensis			Californian Bitters
False Positive	0.0			Have been found on			Citrus clementina			Carpenter
False Positive	0.0			Have been found on			Citrus sinensis			Carpenter
False Positive	0.0			Have been found on			Citrus clementina			Furr
False Positive	0.0			Have been found on			Citrus sinensis			Furr
