PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Partial Match	0.5	True	Located in	Located in	1.0	Asian long-horned beetles, ALB, Asian longhorned beetle	Asian longhorned beetle	0.5	Lucerne, canton of Lucerne, Canton Lucerne	Central Switzerland Canton Lucerne
Match	1.0	True	Has been found on	Have been found on	1.0	Asian long-horned beetles, ALB, Asian longhorned beetle	Asian longhorned beetle	1.0	maple	maple
Match	1.0	True	Has been found on	Have been found on	1.0	Asian long-horned beetles, ALB, Asian longhorned beetle	Asian longhorned beetle	1.0	birch	birch
Match	1.0	True	Has been found on	Have been found on	1.0	Asian long-horned beetles, ALB, Asian longhorned beetle	Asian longhorned beetle	1.0	beech	beech
Match	1.0	True	Located in	Located in	1.0	Asian long-horned beetles, ALB, Asian longhorned beetle	Asian longhorned beetle	1.0	Zell, municipality of Zell	Zell
False Negative	0.0		Located in			Asian long-horned beetles, ALB, Asian longhorned beetle			Europe	
False Positive	0.0			Have been found on			Asian longhorned beetle			deciduous trees
False Positive	0.0			Have been found on			Asian longhorned beetle			hardwood species
False Positive	0.0			Have been found on			Asian longhorned beetle			fruit trees
False Positive	0.0			Affects			Asian longhorned beetle			deciduous trees
False Positive	0.0			Affects			Asian longhorned beetle			maple
False Positive	0.0			Affects			Asian longhorned beetle			birch
False Positive	0.0			Affects			Asian longhorned beetle			beech
False Positive	0.0			Affects			Asian longhorned beetle			hardwood species
False Positive	0.0			Affects			Asian longhorned beetle			fruit trees
