PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
False Negative	0.0		Located in			varieties of citrus fruits, citrus trees			Cantabrian Coast, Cantabria	
False Negative	0.0		Located in			African Psila			Cantabrian Coast, Cantabria	
False Negative	0.0		Has been found on			African Psila			varieties of citrus fruits, citrus trees	
False Negative	0.0		Has been found on			African Psila			mandarin trees	
False Negative	0.0		Has been found on			African Psila			lemon	
False Negative	0.0		Has been found on			African Psila			orange	
False Negative	0.0		Located in			lemon			Cantabrian Coast, Cantabria	
False Negative	0.0		Located in			orange			Cantabrian Coast, Cantabria	
False Negative	0.0		Located in			mandarin trees			Cantabrian Coast, Cantabria	
False Negative	0.0		Located in			African Psila			municipality of Miengo, town of Mogro, MOGRO, Miengo	
False Negative	0.0		Located in			African Psila			Canary Islands	
False Negative	0.0		Located in			African Psila			northern Portugal	
False Negative	0.0		Located in			African Psila			Galicia	
False Negative	0.0		Transmits			African Psila			HLB, Greening, greening of trees. citrus, Huanglongbing	
