PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Match	1.0	True	Located in	Located in	1.0	Xylella, Xylella fastidiosa	Xylella fastidiosa	1.0	Salento area	Salento area
Match	1.0	True	Located in	Located in	1.0	Xylella, Xylella fastidiosa	Xylella fastidiosa	1.0	Puglia	Puglia
Match	1.0	True	Has been found on	Have been found on	1.0	Xylella, Xylella fastidiosa	Xylella fastidiosa	1.0	olive trees	olive trees
False Negative	0.0		Located in			olive trees			Salento area	
False Negative	0.0		Located in			olive trees			Puglia	
False Positive	0.0			Located in			Institute for the Sustainable Protection of Plants (Cnr-Ipsp)			Bari
False Positive	0.0			Located in			Institute of Photonics and Nanotechnology (Cnr-Ifn)			Bari
False Positive	0.0			Located in			Departments of Chemistry, Pharmacy -Pharmaceutical Sciences and Physics of the University of Bari			Bari
False Positive	0.0			Affiliate			Luisa Torsi			University of Bari
False Positive	0.0			Affiliate			Donato Boscia			Institute for the Sustainable Protection of Plants (Cnr-Ipsp)
