PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Match	1.0	True	Located in	Located in	1.0	Foc R4T, Fusarium R4T, Fusarium Race 4 Tropical, Fusarium Tropical Race 4, tropical Fusarium Race 4	Fusarium Race 4 Tropical	1.0	regions of Tumbes, Tumbes region	Tumbes region
Match	1.0	True	Has been found on	Have been found on	1.0	Foc R4T, Fusarium R4T, Fusarium Race 4 Tropical, Fusarium Tropical Race 4, tropical Fusarium Race 4	Fusarium Race 4 Tropical	1.0	plantain, banana, Plantain, Banana	banana
Match	1.0	True	Located in	Located in	1.0	Foc R4T, Fusarium R4T, Fusarium Race 4 Tropical, Fusarium Tropical Race 4, tropical Fusarium Race 4	Fusarium Race 4 Tropical	1.0	Peru, Peruvian territory, countries of the Andean Community	Peruvian territory
Match	1.0	True	Located in	Located in	1.0	Foc R4T, Fusarium R4T, Fusarium Race 4 Tropical, Fusarium Tropical Race 4, tropical Fusarium Race 4	Fusarium Race 4 Tropical	1.0	Colombia	Colombia
Partial Match	0.3333333333333333	True	Located in	Located in	1.0	Foc R4T, Fusarium R4T, Fusarium Race 4 Tropical, Fusarium Tropical Race 4, tropical Fusarium Race 4	Fusarium Race 4 Tropical	0.3333333333333333	regions of Piura, Piura	Sullana - Piura
False Negative	0.0		Located in			plantain, banana, Plantain, Banana			regions of Tumbes, Tumbes region	
False Negative	0.0		Located in			plantain, banana, Plantain, Banana			regions of Loreto	
False Negative	0.0		Located in			plantain, banana, Plantain, Banana			regions of San Martín	
False Negative	0.0		Located in			plantain, banana, Plantain, Banana			regions of Lambayeque	
False Negative	0.0		Located in			plantain, banana, Plantain, Banana			regions of Piura, Piura	
False Negative	0.0		Located in			plantain, banana, Plantain, Banana			regions of Cusco	
False Negative	0.0		Located in			plantain, banana, Plantain, Banana			regions of Amazonas	
False Negative	0.0		Located in			plantain, banana, Plantain, Banana			regions of Puno	
False Negative	0.0		Located in			plantain, banana, Plantain, Banana			regions of Huánuco	
False Negative	0.0		Located in			plantain, banana, Plantain, Banana			regions of Ucayali	
False Negative	0.0		Located in			plantain, banana, Plantain, Banana			regions of Madre de Dios	
False Negative	0.0		Located in			plantain, banana, Plantain, Banana			regions of La Libertad	
False Negative	0.0		Located in			plantain, banana, Plantain, Banana			regions of VRAE, regions of Junín	
False Negative	0.0		Located in			plantain, banana, Plantain, Banana			regions of Pasco	
False Negative	0.0		Located in			plantain, banana, Plantain, Banana			regions of Cajamarca	
False Negative	0.0		Located in			plantain, banana, Plantain, Banana			Peru, Peruvian territory, countries of the Andean Community	
False Negative	0.0		Located in			plantain, banana, Plantain, Banana			Colombia	
False Negative	0.0		Located in			soil			Peru, Peruvian territory, countries of the Andean Community	
False Negative	0.0		Located in			water			Peru, Peruvian territory, countries of the Andean Community	
False Negative	0.0		Located in			man			Peru, Peruvian territory, countries of the Andean Community	
False Negative	0.0		Located in			movement of plant material			Peru, Peruvian territory, countries of the Andean Community	
False Negative	0.0		Located in			Foc R4T, Fusarium R4T, Fusarium Race 4 Tropical, Fusarium Tropical Race 4, tropical Fusarium Race 4			Sullana	
False Negative	0.0		Located in			plantain, banana, Plantain, Banana			Sullana	
False Positive	0.0			Causes			Fusarium Race 4 Tropical			damage to banana and plantain production
False Positive	0.0			Located in			Fusarium Race 4 Tropical			Peru
False Positive	0.0			Have been found on			Fusarium Race 4 Tropical			plantain
