PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Partial Match	0.5	True	Has been found on	Have been found on	0.5	Xylella fastidiosa, X. fastidiosa	Xylella fastidiosa subsp. pauca	1.0	Cellina di Nardò, Leccino cultivars, “FS17” cultivars, FS17, Leccino, olive cultivars, olive trees	Cellina di Nardò
Match	1.0	True	Located in	Located in	1.0	Olive quick decline syndrome	Olive quick decline syndrome	1.0	Italy	Italy
Match	1.0	True	Causes	Causes	1.0	Xfp, Xylella fastidiosa subsp. pauca	Xylella fastidiosa subsp. pauca	1.0	Olive quick decline syndrome	Olive quick decline syndrome
Partial Match	0.5	True	Affects	Affects	1.0	Olive quick decline syndrome	Olive quick decline syndrome	0.5	Cellina di Nardò, Leccino cultivars, “FS17” cultivars, FS17, Leccino, olive cultivars, olive trees	olive
Match	1.0	True	Has been found on	Have been found on	1.0	Xfp, Xylella fastidiosa subsp. pauca	Xylella fastidiosa subsp. pauca	1.0	Cellina di Nardò, Leccino cultivars, “FS17” cultivars, FS17, Leccino, olive cultivars, olive trees	FS17
False Negative	0.0		Located in			Xfp, Xylella fastidiosa subsp. pauca			Italy	
False Negative	0.0		Located in			Cellina di Nardò, Leccino cultivars, “FS17” cultivars, FS17, Leccino, olive cultivars, olive trees			Italy	
False Negative	0.0		Affects			OQDS			Cellina di Nardò, Leccino cultivars, “FS17” cultivars, FS17, Leccino, olive cultivars, olive trees	
False Negative	0.0		Has been found on			Xylella fastidiosa, X. fastidiosa			olive	
False Positive	0.0			Have been found on			Xylella fastidiosa subsp. pauca			Leccino
