PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Match	1.0	True	Located in	Located in	1.0	Xylella Fastidiosa, Xylella fastidiosa	Xylella Fastidiosa	1.0	metropolitan area of Porto, Porto, Porto Metropolitan Area	Porto Metropolitan Area
Match	1.0	True	Has been found on	Have been found on	1.0	Xylella Fastidiosa, Xylella fastidiosa	Xylella Fastidiosa	1.0	citrus	citrus
Match	1.0	True	Located in	Located in	1.0	Xylella Fastidiosa, Xylella fastidiosa	Xylella Fastidiosa	1.0	Vila Nova de Gaia	Vila Nova de Gaia
Match	1.0	True	Located in	Located in	1.0	Xylella Fastidiosa, Xylella fastidiosa	Xylella Fastidiosa	1.0	Espinho	Espinho
Match	1.0	True	Located in	Located in	1.0	Xylella Fastidiosa, Xylella fastidiosa	Xylella Fastidiosa	1.0	Santa Maria da Feira	Santa Maria da Feira
Match	1.0	True	Has been found on	Have been found on	1.0	Xylella Fastidiosa, Xylella fastidiosa	Xylella Fastidiosa	1.0	citrus limon	citrus limon
Match	1.0	True	Has been found on	Have been found on	1.0	Xylella Fastidiosa, Xylella fastidiosa	Xylella Fastidiosa	1.0	citrus reticulata blanco	citrus reticulata blanco
Match	1.0	True	Has been found on	Have been found on	1.0	Xylella Fastidiosa, Xylella fastidiosa	Xylella Fastidiosa	1.0	acacia longifolia	acacia longifolia
Match	1.0	True	Has been found on	Have been found on	1.0	Xylella Fastidiosa, Xylella fastidiosa	Xylella Fastidiosa	1.0	vine	vine
Match	1.0	True	Has been found on	Have been found on	1.0	Xylella Fastidiosa, Xylella fastidiosa	Xylella Fastidiosa	1.0	fig	fig
Match	1.0	True	Has been found on	Have been found on	1.0	Xylella Fastidiosa, Xylella fastidiosa	Xylella Fastidiosa	1.0	almond	almond
Partial Match	0.5	True	Has been found on	Have been found on	1.0	Xylella Fastidiosa, Xylella fastidiosa	Xylella Fastidiosa	0.5	lavender plants	lavender
Match	1.0	True	Has been found on	Have been found on	1.0	Xylella Fastidiosa, Xylella fastidiosa	Xylella Fastidiosa	1.0	olive	olive
False Negative	0.0		Located in			citrus			metropolitan area of Porto, Porto, Porto Metropolitan Area	
False Negative	0.0		Located in			citrus			Vila Nova de Gaia	
False Negative	0.0		Located in			citrus			Espinho	
False Negative	0.0		Located in			citrus			Santa Maria da Feira	
False Negative	0.0		Located in			Xylella Fastidiosa, Xylella fastidiosa			'zoo' in Vila Nova de Gaia	
False Negative	0.0		Located in			lavender plants			metropolitan area of Porto, Porto, Porto Metropolitan Area	
False Negative	0.0		Located in			lavender plants			'zoo' in Vila Nova de Gaia	
False Positive	0.0			Located in			Xylella Fastidiosa			Porto
False Positive	0.0			Located in			Xylella Fastidiosa			Portugal
False Positive	0.0			Transmit			Philaenus spumarius			Xylella Fastidiosa
