PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Match	1.0	True	Has been found on	Have been found on	1.0	Xylella fastidiosa, Xylella	Xylella fastidiosa	1.0	olive trees, olives, olive tree	olive trees
Partial Match	0.3333333333333333	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	0.3333333333333333	province of Lecce, entire provinces of Lecce	Lecce
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	Torricella	Torricella
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	Monteiasi	Monteiasi
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	Maruggio	Maruggio
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	San Marzano di San Giuseppe	San Marzano di San Giuseppe
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	Fragagnano	Fragagnano
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	Sava	Sava
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	Manduria	Manduria
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	Pulsano	Pulsano
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	province of Taranto	province of Taranto
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	Avetrana	Avetrana
Partial Match	0.3333333333333333	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	0.3333333333333333	entire province of Brindisi, entire provinces Brindisi	Brindisi
Partial Match	0.3333333333333333	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	0.3333333333333333	Polignano, Polignano a Mare	Polignano
Partial Match	0.5	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	0.5	Castellana, countryside of Castellana Grotte	Castellana Grotte
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	Carosino	Carosino
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	Roccaforzata	Roccaforzata
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	Faggiano	Faggiano
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	Lizzano	Lizzano
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Bari area, territory of the province of Bari	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			province of Lecce, entire provinces of Lecce	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Torricella	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Monteiasi	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Maruggio	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			San Marzano di San Giuseppe	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Fragagnano	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Sava	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Manduria	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Pulsano	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			province of Taranto	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Avetrana	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			entire province of Brindisi, entire provinces Brindisi	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Polignano, Polignano a Mare	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Castellana, countryside of Castellana Grotte	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Carosino	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Roccaforzata	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Faggiano	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Lizzano	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Apulian territory, Puglia	
False Negative	0.0		Located in			olive trees, olives, olive tree			Apulian territory, Puglia	
False Negative	0.0		Has been found on			Xylella fastidiosa, Xylella			olive groves	
False Negative	0.0		Located in			olive groves			entire province of Brindisi, entire provinces Brindisi	
False Positive	0.0			Causes			Xylella fastidiosa			Xylella
False Positive	0.0			Located in			olive trees			Bari area
False Positive	0.0			Located in			olive trees			Castellana
False Positive	0.0			Affects			Xylella			olive trees
False Positive	0.0			Located in			olive trees			province of Bari
