PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Match	1.0	True	Causes	Causes	1.0	Rhizopus arrhizus, R. oryzae, R. arrhizus, Rhizopus oryzae	Rhizopus arrhizus	1.0	Garlic Bulb Soft Rot	garlic bulb soft rot
Match	1.0	True	Located in	Located in	1.0	Garlic Bulb Soft Rot	garlic bulb soft rot	1.0	China	China
Match	1.0	True	Located in	Located in	1.0	Garlic Bulb Soft Rot	garlic bulb soft rot	1.0	Hebei Province	Hebei Province
Partial Match	0.25	True	Located in	Located in	0.25	garlic, Allium sativum, Garlic	garlic bulb soft rot	1.0	Handan City	Handan City
Partial Match	0.25	True	Located in	Located in	0.25	garlic, Allium sativum, Garlic	garlic bulb soft rot	1.0	Daming County	Daming County
Match	1.0	True	Has been found on	Have been found on	1.0	Rhizopus arrhizus, R. oryzae, R. arrhizus, Rhizopus oryzae	Rhizopus arrhizus	1.0	garlic, Allium sativum, Garlic	garlic
Partial Match	0.2857142857142857	True	Causes	Causes	1.0	Rhizopus arrhizus, R. oryzae, R. arrhizus, Rhizopus oryzae	Rhizopus oryzae	0.2857142857142857	soft rot on garlic bulb	garlic bulb soft rot
False Negative	0.0		Located in			Rhizopus arrhizus, R. oryzae, R. arrhizus, Rhizopus oryzae			China	
False Negative	0.0		Located in			Rhizopus arrhizus, R. oryzae, R. arrhizus, Rhizopus oryzae			Hebei Province	
False Negative	0.0		Located in			garlic, Allium sativum, Garlic			Hebei Province	
False Negative	0.0		Located in			garlic, Allium sativum, Garlic			China	
False Negative	0.0		Located in			Rhizopus soft rot			Hebei Province	
False Negative	0.0		Located in			Rhizopus soft rot			China	
False Negative	0.0		Located in			Rhizopus soft rot			Handan City	
False Negative	0.0		Located in			Rhizopus soft rot			Daming County	
False Negative	0.0		Affects			Rhizopus soft rot			garlic, Allium sativum, Garlic	
False Negative	0.0		Has been found on			Rhizopus arrhizus, R. oryzae, R. arrhizus, Rhizopus oryzae			cassava	
False Negative	0.0		Has been found on			Rhizopus arrhizus, R. oryzae, R. arrhizus, Rhizopus oryzae			potato	
False Negative	0.0		Located in			soft rot on garlic bulb			China	
False Positive	0.0			Affects			garlic bulb soft rot			garlic
False Positive	0.0			Affects			garlic bulb soft rot			Allium sativum
False Positive	0.0			Have been found on			Rhizopus oryzae			garlic
