PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Partial Match	0.75	True	Causes	Causes	1.0	Phyllosticta citricarpa	Phyllosticta citricarpa	0.75	Citrus Black Spot disease	Citrus Black Spot
False Negative	0.0		Located in			citrus			European Union	
False Positive	0.0			Affects			Citrus Black Spot			citrus
False Positive	0.0			Have been found on			Phyllosticta citricarpa			citrus
False Positive	0.0			Located in			Brazil			Mercosur
False Positive	0.0			Located in			Argentina			Mercosur
False Positive	0.0			Located in			Uruguay			Mercosur
False Positive	0.0			Located in			Colombia			Mercosur
False Positive	0.0			Located in			South Africa			Mercosur
False Positive	0.0			Located in			Valencian Community			European Union
