PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Match	1.0	True	Has been found on	Have been found on	1.0	Diaporthe eres, D. eres	Diaporthe eres	1.0	blueberry potted plants cv. Draper and Duke, cultivated blueberry cultivars, Vaccinium corymbosum, highbush blueberry, Vaccinium corymbosum L., plants of the cultivar (cv.) Draper	highbush blueberry
Match	1.0	True	Located in	Located in	1.0	blueberry potted plants cv. Draper and Duke, cultivated blueberry cultivars, Vaccinium corymbosum, highbush blueberry, Vaccinium corymbosum L., plants of the cultivar (cv.) Draper	highbush blueberry	1.0	Italy	Italy
Partial Match	0.6666666666666666	True	Located in	Located in	0.6666666666666666	blueberry potted plants cv. Draper and Duke, cultivated blueberry cultivars, Vaccinium corymbosum, highbush blueberry, Vaccinium corymbosum L., plants of the cultivar (cv.) Draper	Vaccinium corymbosum	1.0	Piedmont	Piedmont
Partial Match	0.6666666666666666	True	Located in	Located in	0.6666666666666666	blueberry potted plants cv. Draper and Duke, cultivated blueberry cultivars, Vaccinium corymbosum, highbush blueberry, Vaccinium corymbosum L., plants of the cultivar (cv.) Draper	Vaccinium corymbosum	1.0	Cuneo Province	Cuneo Province
Match	1.0	True	Has been found on	Have been found on	1.0	Diaporthe eres, D. eres	Diaporthe eres	1.0	blueberry cultivation, Vaccinium spp., blueberry	Vaccinium spp.
Match	1.0	True	Has been found on	Have been found on	1.0	Diaporthe eres, D. eres	Diaporthe eres	1.0	Machilus thunbergii	Machilus thunbergii
Match	1.0	True	Has been found on	Have been found on	1.0	Diaporthe eres, D. eres	Diaporthe eres	1.0	Hardy Kiwifruit	Hardy Kiwifruit
Partial Match	0.45	False	Causes	Have been found on	1.0	Nigrospora sphaerica	Nigrospora sphaerica	0.5	passion fruit leaf blight	passion fruit
False Negative	0.0		Located in			Diaporthe eres, D. eres			Italy	
False Negative	0.0		Located in			blueberry cultivation, Vaccinium spp., blueberry			Europe	
False Negative	0.0		Located in			blueberry cultivation, Vaccinium spp., blueberry			Northern Italy	
False Negative	0.0		Located in			blueberry potted plants cv. Draper and Duke, cultivated blueberry cultivars, Vaccinium corymbosum, highbush blueberry, Vaccinium corymbosum L., plants of the cultivar (cv.) Draper			Peveragno	
False Negative	0.0		Located in			Diaporthe eres, D. eres			Netherlands	
False Negative	0.0		Located in			Diaporthe eres, D. eres			U.S.A	
False Negative	0.0		Located in			Diaporthe eres, D. eres			Lithuania	
False Negative	0.0		Located in			Diaporthe eres, D. eres			Chile	
False Negative	0.0		Located in			blueberry cultivation, Vaccinium spp., blueberry			Netherlands	
False Negative	0.0		Located in			blueberry cultivation, Vaccinium spp., blueberry			U.S.A	
False Negative	0.0		Located in			blueberry cultivation, Vaccinium spp., blueberry			Lithuania	
False Negative	0.0		Located in			blueberry cultivation, Vaccinium spp., blueberry			Chile	
False Negative	0.0		Located in			Diaporthe eres, D. eres			Piedmont	
False Negative	0.0		Located in			Diaporthe eres, D. eres			Korea	
False Negative	0.0		Causes			Diaporthe eres, D. eres			leaf spot disease	
False Negative	0.0		Located in			leaf spot disease			Korea	
False Negative	0.0		Affects			leaf spot disease			Machilus thunbergii	
False Negative	0.0		Located in			Machilus thunbergii			Korea	
False Negative	0.0		Has been found on			Diaporthe phoenicicola			Vaccinium virgatum	
False Negative	0.0		Located in			Diaporthe phoenicicola			China	
False Negative	0.0		Located in			Vaccinium virgatum			China	
False Negative	0.0		Causes			Diaporthe eres, D. eres			Postharvest Fruit Rot Disease	
False Negative	0.0		Located in			Postharvest Fruit Rot Disease			China	
False Negative	0.0		Affects			Postharvest Fruit Rot Disease			Hardy Kiwifruit	
False Negative	0.0		Located in			Hardy Kiwifruit			China	
False Negative	0.0		Located in			Diaporthe eres, D. eres			China	
False Negative	0.0		Has been found on			Diaporthe cercidis			Populus davidiana × P. bolleana	
False Negative	0.0		Located in			Diaporthe cercidis			China	
False Negative	0.0		Has been found on			D. nobilis			Populus davidiana × P. bolleana	
False Negative	0.0		Located in			D. nobilis			China	
False Negative	0.0		Located in			Populus davidiana × P. bolleana			China	
False Negative	0.0		Located in			passion fruit leaf blight			China	
False Negative	0.0		Located in			Nigrospora sphaerica			China	
False Positive	0.0			Located in			Vaccinium corymbosum			Northern Italy
False Positive	0.0			Causes			Diaporthe eres			stem blight and dieback
False Positive	0.0			Affects			stem blight and dieback			Vaccinium corymbosum
False Positive	0.0			Have been found on			Diaporthe eres			Vaccinium virgatum
False Positive	0.0			Have been found on			Diaporthe eres			Populus davidiana × P. bolleana
