PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Match	1.0	True	Located in	Located in	1.0	blueberry potted plants cv. Draper and Duke, cultivated blueberry cultivars, Vaccinium corymbosum, highbush blueberry, Vaccinium corymbosum L., plants of the cultivar (cv.) Draper	highbush blueberry	1.0	Italy	Italy
Match	1.0	True	Has been found on	Have been found on	1.0	Diaporthe eres, D. eres	Diaporthe eres	1.0	blueberry cultivation, Vaccinium spp., blueberry	Vaccinium spp.
False Negative	0.0		Has been found on			Diaporthe eres, D. eres			blueberry potted plants cv. Draper and Duke, cultivated blueberry cultivars, Vaccinium corymbosum, highbush blueberry, Vaccinium corymbosum L., plants of the cultivar (cv.) Draper	
False Negative	0.0		Located in			Diaporthe eres, D. eres			Italy	
False Negative	0.0		Located in			blueberry cultivation, Vaccinium spp., blueberry			Europe	
False Negative	0.0		Located in			blueberry cultivation, Vaccinium spp., blueberry			Northern Italy	
False Negative	0.0		Located in			blueberry potted plants cv. Draper and Duke, cultivated blueberry cultivars, Vaccinium corymbosum, highbush blueberry, Vaccinium corymbosum L., plants of the cultivar (cv.) Draper			Piedmont	
False Negative	0.0		Located in			blueberry potted plants cv. Draper and Duke, cultivated blueberry cultivars, Vaccinium corymbosum, highbush blueberry, Vaccinium corymbosum L., plants of the cultivar (cv.) Draper			Cuneo Province	
False Negative	0.0		Located in			blueberry potted plants cv. Draper and Duke, cultivated blueberry cultivars, Vaccinium corymbosum, highbush blueberry, Vaccinium corymbosum L., plants of the cultivar (cv.) Draper			Peveragno	
False Negative	0.0		Located in			Diaporthe eres, D. eres			Netherlands	
False Negative	0.0		Located in			Diaporthe eres, D. eres			U.S.A	
False Negative	0.0		Located in			Diaporthe eres, D. eres			Lithuania	
False Negative	0.0		Located in			Diaporthe eres, D. eres			Chile	
False Negative	0.0		Located in			blueberry cultivation, Vaccinium spp., blueberry			Netherlands	
False Negative	0.0		Located in			blueberry cultivation, Vaccinium spp., blueberry			U.S.A	
False Negative	0.0		Located in			blueberry cultivation, Vaccinium spp., blueberry			Lithuania	
False Negative	0.0		Located in			blueberry cultivation, Vaccinium spp., blueberry			Chile	
False Negative	0.0		Located in			Diaporthe eres, D. eres			Piedmont	
False Negative	0.0		Has been found on			Diaporthe eres, D. eres			Machilus thunbergii	
False Negative	0.0		Located in			Diaporthe eres, D. eres			Korea	
False Negative	0.0		Causes			Diaporthe eres, D. eres			leaf spot disease	
False Negative	0.0		Located in			leaf spot disease			Korea	
False Negative	0.0		Affects			leaf spot disease			Machilus thunbergii	
False Negative	0.0		Located in			Machilus thunbergii			Korea	
False Negative	0.0		Has been found on			Diaporthe phoenicicola			Vaccinium virgatum	
False Negative	0.0		Located in			Diaporthe phoenicicola			China	
False Negative	0.0		Located in			Vaccinium virgatum			China	
False Negative	0.0		Causes			Diaporthe eres, D. eres			Postharvest Fruit Rot Disease	
False Negative	0.0		Located in			Postharvest Fruit Rot Disease			China	
False Negative	0.0		Affects			Postharvest Fruit Rot Disease			Hardy Kiwifruit	
False Negative	0.0		Located in			Hardy Kiwifruit			China	
False Negative	0.0		Has been found on			Diaporthe eres, D. eres			Hardy Kiwifruit	
False Negative	0.0		Located in			Diaporthe eres, D. eres			China	
False Negative	0.0		Has been found on			Diaporthe cercidis			Populus davidiana × P. bolleana	
False Negative	0.0		Located in			Diaporthe cercidis			China	
False Negative	0.0		Has been found on			D. nobilis			Populus davidiana × P. bolleana	
False Negative	0.0		Located in			D. nobilis			China	
False Negative	0.0		Located in			Populus davidiana × P. bolleana			China	
False Negative	0.0		Causes			Nigrospora sphaerica			passion fruit leaf blight	
False Negative	0.0		Located in			passion fruit leaf blight			China	
False Negative	0.0		Located in			Nigrospora sphaerica			China	
False Positive	0.0			Causes			Diaporthe eres			stem blight
False Positive	0.0			Causes			Diaporthe eres			dieback
False Positive	0.0			Affects			stem blight			highbush blueberry
False Positive	0.0			Affects			dieback			highbush blueberry
False Positive	0.0			Have been found on			Draper			highbush blueberry
False Positive	0.0			Have been found on			Duke			highbush blueberry
