PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Partial Match	0.9	False	Transmits	Causes	1.0	Citrus Leafhopper, HLB insect vector, Citrus Leafhoppers, citrus sharpshooter, Diaphorina citri, Diaphorina citri. Kuwayama, Diaphorina citri. kuwayama	Diaphorina citri	1.0	HLB	HLB
Partial Match	0.5	True	Affects	Affects	1.0	HLB	HLB	0.5	citrus fruits, citrus, citrus plants	citrus
Partial Match	0.5	True	Has been found on	Have been found on	1.0	Citrus Leafhopper, HLB insect vector, Citrus Leafhoppers, citrus sharpshooter, Diaphorina citri, Diaphorina citri. Kuwayama, Diaphorina citri. kuwayama	Diaphorina citri	0.5	citrus fruits, citrus, citrus plants	citrus
False Negative	0.0		Located in			HLB			provinces of JUJUY, Provinces of JUJUY	
False Negative	0.0		Located in			HLB			NOA, provinces of SANTIAGO DEL ESTERO, the region of Northwest Argentina	
False Negative	0.0		Located in			HLB			Province of CATAMARCA, Provinces of CATAMARCA	
False Negative	0.0		Located in			HLB			Province of TUCUMÁN, Provinces of TUCUMÁN	
False Negative	0.0		Located in			HLB			provinces of SALTA, Provinces of SALTA	
False Negative	0.0		Located in			HLB			NEA, provinces of MISIONES, Argentine Northeast region	
False Negative	0.0		Located in			citrus fruits, citrus, citrus plants			NOA, provinces of SANTIAGO DEL ESTERO, the region of Northwest Argentina	
False Negative	0.0		Located in			Citrus Leafhopper, HLB insect vector, Citrus Leafhoppers, citrus sharpshooter, Diaphorina citri, Diaphorina citri. Kuwayama, Diaphorina citri. kuwayama			NOA, provinces of SANTIAGO DEL ESTERO, the region of Northwest Argentina	
False Negative	0.0		Located in			Citrus Leafhopper, HLB insect vector, Citrus Leafhoppers, citrus sharpshooter, Diaphorina citri, Diaphorina citri. Kuwayama, Diaphorina citri. kuwayama			provinces of ENTRE RÍOS	
False Negative	0.0		Located in			Citrus Leafhopper, HLB insect vector, Citrus Leafhoppers, citrus sharpshooter, Diaphorina citri, Diaphorina citri. Kuwayama, Diaphorina citri. kuwayama			provinces of SALTA, Provinces of SALTA	
False Negative	0.0		Located in			Citrus Leafhopper, HLB insect vector, Citrus Leafhoppers, citrus sharpshooter, Diaphorina citri, Diaphorina citri. Kuwayama, Diaphorina citri. kuwayama			provinces of FORMOSA	
False Negative	0.0		Located in			Citrus Leafhopper, HLB insect vector, Citrus Leafhoppers, citrus sharpshooter, Diaphorina citri, Diaphorina citri. Kuwayama, Diaphorina citri. kuwayama			provinces of CHACO	
False Negative	0.0		Located in			Citrus Leafhopper, HLB insect vector, Citrus Leafhoppers, citrus sharpshooter, Diaphorina citri, Diaphorina citri. Kuwayama, Diaphorina citri. kuwayama			NEA, provinces of MISIONES, Argentine Northeast region	
False Negative	0.0		Located in			Citrus Leafhopper, HLB insect vector, Citrus Leafhoppers, citrus sharpshooter, Diaphorina citri, Diaphorina citri. Kuwayama, Diaphorina citri. kuwayama			provinces of SANTA FE	
False Negative	0.0		Located in			Citrus Leafhopper, HLB insect vector, Citrus Leafhoppers, citrus sharpshooter, Diaphorina citri, Diaphorina citri. Kuwayama, Diaphorina citri. kuwayama			provinces of JUJUY, Provinces of JUJUY	
False Negative	0.0		Located in			Citrus Leafhopper, HLB insect vector, Citrus Leafhoppers, citrus sharpshooter, Diaphorina citri, Diaphorina citri. Kuwayama, Diaphorina citri. kuwayama			provinces of CORRIENTES	
