PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Match	1.0	True	Located in	Located in	1.0	huanglongbing, HLB, greening disease	greening disease	1.0	São Paulo, SP	São Paulo
False Negative	0.0		Located in			Greening			southwest of Minas Gerais, MG	
False Negative	0.0		Located in			Greening			São Paulo, SP	
False Negative	0.0		Located in			huanglongbing, HLB, greening disease			southwest of Minas Gerais, MG	
False Negative	0.0		Located in			huanglongbing, HLB, greening disease			Triângulo, regions of Triângulo Mineiro	
False Negative	0.0		Affects			huanglongbing, HLB, greening disease			citrus	
False Negative	0.0		Affects			huanglongbing, HLB, greening disease			orange groves	
False Negative	0.0		Located in			citrus			São Paulo, SP	
False Negative	0.0		Located in			citrus			southwest of Minas Gerais, MG	
False Negative	0.0		Located in			citrus			Triângulo, regions of Triângulo Mineiro	
False Negative	0.0		Located in			greening			regions of Limeira	
False Negative	0.0		Located in			greening			regions of Brotas	
False Negative	0.0		Located in			greening			regions of Porto Ferreira	
False Negative	0.0		Causes			Candidatus Liberibacter spp.			greening	
False Positive	0.0			Located in			greening disease			Triângulo/southwest of Minas Gerais
False Positive	0.0			Affects			orange groves			greening disease
False Positive	0.0			Transmits			psyllid			greening disease
False Positive	0.0			Located in			cancer			orchards
False Positive	0.0			Located in			CVC			citrus industry
False Positive	0.0			Affects			CVC			trees
