PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Match	1.0	True	Affects	Affects	1.0	Panama disease	Panama disease	1.0	Cavendish banana plants, Cavendish banana, Gros Michel, Cavendish, variety called Gros Michel, Cavendish bananas	Cavendish banana plants
Partial Match	0.6	True	Causes	Causes	0.6	TR1, TR1 fungus, tropical race 1	Fusarium tropical race 1 (TR1)	1.0	Panama disease	Panama disease
False Negative	0.0		Has been found on			TR1, TR1 fungus, tropical race 1			banana, Bananas, Banana plants, bananas	
False Negative	0.0		Affects			Panama disease			banana, Bananas, Banana plants, bananas	
False Negative	0.0		Has been found on			TR1, TR1 fungus, tropical race 1			Cavendish banana plants, Cavendish banana, Gros Michel, Cavendish, variety called Gros Michel, Cavendish bananas	
False Negative	0.0		Has been found on			TR4			Cavendish banana plants, Cavendish banana, Gros Michel, Cavendish, variety called Gros Michel, Cavendish bananas	
False Negative	0.0		Located in			TR1, TR1 fungus, tropical race 1			Brazil	
False Negative	0.0		Has been found on			TR4			banana, Bananas, Banana plants, bananas	
False Positive	0.0			Causes			Fusarium tropical race 4 (TR4)			Panama disease
False Positive	0.0			Have been found on			Cavendish banana plants			Fusarium tropical race 1 (TR1)
False Positive	0.0			Have been found on			Cavendish banana plants			Fusarium tropical race 4 (TR4)
False Positive	0.0			Transmits			Fusarium tropical race 1 (TR1)			Fusarium tropical race 4 (TR4)
False Positive	0.0			Located in			Cavendish banana plants			Western countries
False Positive	0.0			Located in			Fusarium fungus			Brazil
