PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Match	1.0	True	Located in	Located in	1.0	citrus	Citrus	1.0	European Union	European Union
Partial Match	0.75	True	Causes	Causes	1.0	Phyllosticta citricarpa	Phyllosticta citricarpa	0.75	Citrus Black Spot disease	Citrus Black Spot
False Negative	0.0		Located in			oranges			South Africa	
False Positive	0.0			Affects			Citrus Black Spot			Citrus
False Positive	0.0			Have been found on			Phyllosticta citricarpa			Citrus
False Positive	0.0			Located in			Citrus			Valencian Community
False Positive	0.0			Located in			Citrus			Mercosur
False Positive	0.0			Located in			Citrus			Brazil
False Positive	0.0			Located in			Citrus			Argentina
False Positive	0.0			Located in			Citrus			Uruguay
False Positive	0.0			Located in			Citrus			Colombia
False Positive	0.0			Located in			Citrus			South Africa
False Positive	0.0			Have been found on			Xylella			Citrus
False Positive	0.0			Have been found on			cotonet from South Africa			Citrus
