PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
False Negative	0.0		Has been found on			Xylella			olive trees	
False Negative	0.0		Located in			Xylella			Martina Franca	
False Negative	0.0		Located in			Xylella			Fasano	
False Negative	0.0		Located in			Xylella			Locorotondo	
False Negative	0.0		Located in			Xylella			province of Bari, BARI	
False Negative	0.0		Located in			olive trees			province of Bari, BARI	
False Negative	0.0		Located in			olive trees			Martina Franca	
False Negative	0.0		Located in			olive trees			Fasano	
False Negative	0.0		Located in			olive trees			Locorotondo	
False Negative	0.0		Located in			olive trees			Polignano	
False Negative	0.0		Located in			Xylella			Polignano	
False Negative	0.0		Located in			olive trees			Apulian	
False Negative	0.0		Located in			Xylella			Apulian	
False Negative	0.0		Has been found on			Xylella			olive	
False Negative	0.0		Located in			olive			Apulian	
