PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Partial Match	0.3333333333333333	True	Located in	Located in	1.0	Fusarium Tropical Race 4, Foc R4T, tropical Fusarium Race 4, Fusarium R4T, Fusarium Race 4 Tropical	Fusarium Race 4 Tropical	0.3333333333333333	regions of Tumbes, Tumbes region	Tumbes
Match	1.0	True	Has been found on	Have been found on	1.0	Fusarium Tropical Race 4, Foc R4T, tropical Fusarium Race 4, Fusarium R4T, Fusarium Race 4 Tropical	Fusarium Race 4 Tropical	1.0	plantain, Plantain, Banana, banana	banana
Match	1.0	True	Located in	Located in	1.0	Fusarium Tropical Race 4, Foc R4T, tropical Fusarium Race 4, Fusarium R4T, Fusarium Race 4 Tropical	Fusarium Race 4 Tropical	1.0	countries of the Andean Community, Peru, Peruvian territory	Peru
Match	1.0	True	Located in	Located in	1.0	Fusarium Tropical Race 4, Foc R4T, tropical Fusarium Race 4, Fusarium R4T, Fusarium Race 4 Tropical	Fusarium Race 4 Tropical	1.0	Colombia	Colombia
Partial Match	0.3333333333333333	True	Located in	Located in	1.0	Fusarium Tropical Race 4, Foc R4T, tropical Fusarium Race 4, Fusarium R4T, Fusarium Race 4 Tropical	Fusarium Race 4 Tropical	0.3333333333333333	Piura, regions of Piura	Piura
Match	1.0	True	Located in	Located in	1.0	Fusarium Tropical Race 4, Foc R4T, tropical Fusarium Race 4, Fusarium R4T, Fusarium Race 4 Tropical	Fusarium Race 4 Tropical	1.0	Sullana	Sullana
False Negative	0.0		Located in			plantain, Plantain, Banana, banana			regions of Tumbes, Tumbes region	
False Negative	0.0		Located in			plantain, Plantain, Banana, banana			regions of Loreto	
False Negative	0.0		Located in			plantain, Plantain, Banana, banana			regions of San Martín	
False Negative	0.0		Located in			plantain, Plantain, Banana, banana			regions of Lambayeque	
False Negative	0.0		Located in			plantain, Plantain, Banana, banana			Piura, regions of Piura	
False Negative	0.0		Located in			plantain, Plantain, Banana, banana			regions of Cusco	
False Negative	0.0		Located in			plantain, Plantain, Banana, banana			regions of Amazonas	
False Negative	0.0		Located in			plantain, Plantain, Banana, banana			regions of Puno	
False Negative	0.0		Located in			plantain, Plantain, Banana, banana			regions of Huánuco	
False Negative	0.0		Located in			plantain, Plantain, Banana, banana			regions of Ucayali	
False Negative	0.0		Located in			plantain, Plantain, Banana, banana			regions of Madre de Dios	
False Negative	0.0		Located in			plantain, Plantain, Banana, banana			regions of La Libertad	
False Negative	0.0		Located in			plantain, Plantain, Banana, banana			regions of VRAE, regions of Junín	
False Negative	0.0		Located in			plantain, Plantain, Banana, banana			regions of Pasco	
False Negative	0.0		Located in			plantain, Plantain, Banana, banana			regions of Cajamarca	
False Negative	0.0		Located in			plantain, Plantain, Banana, banana			countries of the Andean Community, Peru, Peruvian territory	
False Negative	0.0		Located in			plantain, Plantain, Banana, banana			Colombia	
False Negative	0.0		Located in			plantain, Plantain, Banana, banana			Sullana	
False Positive	0.0			Causes			Fusarium Race 4 Tropical			banana
False Positive	0.0			Causes			Fusarium Race 4 Tropical			plantain
