PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Match	1.0	True	Located in	Located in	1.0	Fusarium Race 4 Tropical, tropical Fusarium Race 4, Fusarium R4T, Foc R4T, Fusarium Tropical Race 4	Fusarium Race 4 Tropical	1.0	Tumbes region, regions of Tumbes	Tumbes region
Match	1.0	True	Has been found on	Have been found on	1.0	Fusarium Race 4 Tropical, tropical Fusarium Race 4, Fusarium R4T, Foc R4T, Fusarium Tropical Race 4	Fusarium Race 4 Tropical	1.0	Plantain, banana, plantain, Banana	banana
Match	1.0	True	Located in	Located in	1.0	Fusarium Race 4 Tropical, tropical Fusarium Race 4, Fusarium R4T, Foc R4T, Fusarium Tropical Race 4	Fusarium Race 4 Tropical	1.0	Peruvian territory, Peru, countries of the Andean Community	Peruvian territory
Match	1.0	True	Located in	Located in	1.0	Fusarium Race 4 Tropical, tropical Fusarium Race 4, Fusarium R4T, Foc R4T, Fusarium Tropical Race 4	Fusarium Race 4 Tropical	1.0	Colombia	Colombia
Partial Match	0.3333333333333333	True	Located in	Located in	1.0	Fusarium Race 4 Tropical, tropical Fusarium Race 4, Fusarium R4T, Foc R4T, Fusarium Tropical Race 4	Fusarium Race 4 Tropical	0.3333333333333333	regions of Piura, Piura	Sullana - Piura
False Negative	0.0		Located in			Plantain, banana, plantain, Banana			Tumbes region, regions of Tumbes	
False Negative	0.0		Located in			Plantain, banana, plantain, Banana			regions of Loreto	
False Negative	0.0		Located in			Plantain, banana, plantain, Banana			regions of San Martín	
False Negative	0.0		Located in			Plantain, banana, plantain, Banana			regions of Lambayeque	
False Negative	0.0		Located in			Plantain, banana, plantain, Banana			regions of Piura, Piura	
False Negative	0.0		Located in			Plantain, banana, plantain, Banana			regions of Cusco	
False Negative	0.0		Located in			Plantain, banana, plantain, Banana			regions of Amazonas	
False Negative	0.0		Located in			Plantain, banana, plantain, Banana			regions of Puno	
False Negative	0.0		Located in			Plantain, banana, plantain, Banana			regions of Huánuco	
False Negative	0.0		Located in			Plantain, banana, plantain, Banana			regions of Ucayali	
False Negative	0.0		Located in			Plantain, banana, plantain, Banana			regions of Madre de Dios	
False Negative	0.0		Located in			Plantain, banana, plantain, Banana			regions of La Libertad	
False Negative	0.0		Located in			Plantain, banana, plantain, Banana			regions of VRAE, regions of Junín	
False Negative	0.0		Located in			Plantain, banana, plantain, Banana			regions of Pasco	
False Negative	0.0		Located in			Plantain, banana, plantain, Banana			regions of Cajamarca	
False Negative	0.0		Located in			Plantain, banana, plantain, Banana			Peruvian territory, Peru, countries of the Andean Community	
False Negative	0.0		Located in			Plantain, banana, plantain, Banana			Colombia	
False Negative	0.0		Located in			soil			Peruvian territory, Peru, countries of the Andean Community	
False Negative	0.0		Located in			water			Peruvian territory, Peru, countries of the Andean Community	
False Negative	0.0		Located in			man			Peruvian territory, Peru, countries of the Andean Community	
False Negative	0.0		Located in			movement of plant material			Peruvian territory, Peru, countries of the Andean Community	
False Negative	0.0		Located in			Fusarium Race 4 Tropical, tropical Fusarium Race 4, Fusarium R4T, Foc R4T, Fusarium Tropical Race 4			Sullana	
False Negative	0.0		Located in			Plantain, banana, plantain, Banana			Sullana	
False Positive	0.0			Causes			Fusarium Race 4 Tropical			damage to banana and plantain production
False Positive	0.0			Have been found on			Fusarium Race 4 Tropical			plantain
