106151	1543
106959	165
116223	3184
98917	1251
107272	5187
115106	3646
114379	1767
99613	2869
117674	11121
106963	2902
99614	2375
117298	3941
99984	75
117892	2950
102904	3356
117299	2424
105611	2673
107172	3609
102584	1923
115211	2040
98579	3005
107207	1343
98195	1510
98142	2419
116119	2432
106336	3104
116125	2284
98783	4333
98191	117
104119	767
98392	327
104656	4272
99067	5341
99107	5662
98794	4187
103847	482
103660	1801
114259	5130
116664	5417
104499	2198
116507	5070
104329	867
116671	3657
100011	2103
116070	3639
115183	1057
99132	448
103669	1277
116983	1853
105652	434
105862	4322
103963	15067
116761	2210
102488	2811
115243	3156
