PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Match	1.0	True	Has been found on	Have been found on	1.0	pinewood nematode, pine wood nematode, B. xylophilus, Bursaphelenchus xylophilus	Bursaphelenchus xylophilus	1.0	pine tree, pine, pine trees	pine trees
Match	1.0	True	Located in	Located in	1.0	pinewood nematode, pine wood nematode, B. xylophilus, Bursaphelenchus xylophilus	Bursaphelenchus xylophilus	1.0	Europe	Europe
Match	1.0	True	Located in	Located in	1.0	pinewood nematode, pine wood nematode, B. xylophilus, Bursaphelenchus xylophilus	Bursaphelenchus xylophilus	1.0	Japan	Japan
Match	1.0	True	Causes	Causes	1.0	pinewood nematode, pine wood nematode, B. xylophilus, Bursaphelenchus xylophilus	Bursaphelenchus xylophilus	1.0	pine wilt disease	pine wilt disease
Match	1.0	True	Transmits	Transmits	1.0	Monochamus, Monochamus spp.	Monochamus spp.	1.0	pinewood nematode, pine wood nematode, B. xylophilus, Bursaphelenchus xylophilus	Bursaphelenchus xylophilus
False Negative	0.0		Located in			pine wilt disease			Europe	
False Negative	0.0		Located in			pine wilt disease			Japan	
False Negative	0.0		Located in			pine tree, pine, pine trees			Asian countries	
False Negative	0.0		Has been found on			Monochamus, Monochamus spp.			pine tree, pine, pine trees	
False Positive	0.0			Affects			pine wilt disease			pine trees
False Positive	0.0			Located in			Bursaphelenchus xylophilus			Asian countries
