PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Match	1.0	True	Located in	Located in	1.0	golden-yellow yellowing	golden-yellow yellowing	1.0	Unterland	Unterland
Match	1.0	True	Located in	Located in	1.0	golden-yellow yellowing	golden-yellow yellowing	1.0	South Tyrol, Burggrafenamt	Burggrafenamt
Match	1.0	True	Affects	Affects	1.0	golden-yellow yellowing	golden-yellow yellowing	1.0	white wine varieties, Chardonnay, vine, vineyard, vineyards, Pinot Grigio, red wine varieties, vines, wine	vines
Match	1.0	True	Causes	Causes	1.0	FDp, Flavescence dorèe phytoplasma	Flavescence dorèe phytoplasma	1.0	golden-yellow yellowing	golden-yellow yellowing
Match	1.0	True	Transmits	Transmits	1.0	American leafhopper	American leafhopper	1.0	FDp, Flavescence dorèe phytoplasma	Flavescence dorèe phytoplasma
False Negative	0.0		Located in			golden-yellow yellowing			Salurn	
False Negative	0.0		Located in			white wine varieties, Chardonnay, vine, vineyard, vineyards, Pinot Grigio, red wine varieties, vines, wine			Unterland	
False Negative	0.0		Located in			white wine varieties, Chardonnay, vine, vineyard, vineyards, Pinot Grigio, red wine varieties, vines, wine			South Tyrol, Burggrafenamt	
False Negative	0.0		Located in			white wine varieties, Chardonnay, vine, vineyard, vineyards, Pinot Grigio, red wine varieties, vines, wine			Salurn	
False Negative	0.0		Affects			Golden yellowing			white wine varieties, Chardonnay, vine, vineyard, vineyards, Pinot Grigio, red wine varieties, vines, wine	
False Negative	0.0		Has been found on			FDp, Flavescence dorèe phytoplasma			white wine varieties, Chardonnay, vine, vineyard, vineyards, Pinot Grigio, red wine varieties, vines, wine	
False Negative	0.0		Located in			American leafhopper			Europe	
False Negative	0.0		Has been found on			American leafhopper			white wine varieties, Chardonnay, vine, vineyard, vineyards, Pinot Grigio, red wine varieties, vines, wine	
