PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Partial Match	0.5	True	Located in	Located in	0.5	Cavendish varieties, variety of Cavendish banana, Cavendish banana, variety Cavendish, Cavendish banana plants	Cavendish banana	1.0	Philippines	Philippines
Partial Match	0.5	True	Located in	Located in	0.5	Cavendish varieties, variety of Cavendish banana, Cavendish banana, variety Cavendish, Cavendish banana plants	Cavendish banana	1.0	Israel	Israel
Partial Match	0.5	True	Located in	Located in	0.5	Cavendish varieties, variety of Cavendish banana, Cavendish banana, variety Cavendish, Cavendish banana plants	Cavendish banana	1.0	Netherlands	Netherlands
Match	1.0	True	Causes	Causes	1.0	TR4, R4T strain, Foc T4R, Fusarium Race 4 Tropical, Fusarium (T4R )	Fusarium Race 4 Tropical	1.0	Panama disease	Panama disease
Partial Match	0.5	True	Affects	Affects	1.0	Panama disease	Panama disease	0.5	Cavendish varieties, variety of Cavendish banana, Cavendish banana, variety Cavendish, Cavendish banana plants	Cavendish banana
False Negative	0.0		Has been found on			TR4, R4T strain, Foc T4R, Fusarium Race 4 Tropical, Fusarium (T4R )			Cavendish varieties, variety of Cavendish banana, Cavendish banana, variety Cavendish, Cavendish banana plants	
False Negative	0.0		Affects			Panama disease			banana variety, banana plants, banana	
False Negative	0.0		Has been found on			TR4, R4T strain, Foc T4R, Fusarium Race 4 Tropical, Fusarium (T4R )			banana variety, banana plants, banana	
False Negative	0.0		Located in			banana variety, banana plants, banana			Israel	
False Negative	0.0		Located in			TR4, R4T strain, Foc T4R, Fusarium Race 4 Tropical, Fusarium (T4R )			Colombia	
False Positive	0.0			Have been found on			Cavendish banana			Panama disease
False Positive	0.0			Located in			Cavendish banana			Colombia
False Positive	0.0			Affects			Fusarium (T4R)			Cavendish banana
