PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Partial Match	0.5	True	Located in	Located in	1.0	oriental fruit flies, Oriental fruit fly, Oriental fruit flies, Oriental Fruit Fly, oriental fruit fly, Bactrocera dorsalis	oriental fruit fly	0.5	Florida, Florida County	Florida
Match	1.0	True	Located in	Located in	1.0	oriental fruit flies, Oriental fruit fly, Oriental fruit flies, Oriental Fruit Fly, oriental fruit fly, Bactrocera dorsalis	oriental fruit fly	1.0	Pinellas County	Pinellas County
False Negative	0.0		Located in			oriental fruit flies, Oriental fruit fly, Oriental fruit flies, Oriental Fruit Fly, oriental fruit fly, Bactrocera dorsalis			St. Petersburg	
False Positive	0.0			Have been found on			oriental fruit fly			fig
False Positive	0.0			Have been found on			oriental fruit fly			loquat
False Positive	0.0			Have been found on			oriental fruit fly			mango
False Positive	0.0			Have been found on			oriental fruit fly			orange
False Positive	0.0			Have been found on			oriental fruit fly			peach
False Positive	0.0			Have been found on			oriental fruit fly			plum
False Positive	0.0			Have been found on			oriental fruit fly			sapote
False Positive	0.0			Have been found on			oriental fruit fly			soursop
False Positive	0.0			Have been found on			oriental fruit fly			Surinam cherry
False Positive	0.0			Have been found on			oriental fruit fly			tangerine
False Positive	0.0			Have been found on			oriental fruit fly			tropical almond
False Positive	0.0			Have been found on			oriental fruit fly			guava
