PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Partial Match	0.5	True	Has been found on	Have been found on	1.0	Phyllosticta citricarpa	Phyllosticta citricarpa	0.5	citrus	citrus fruits
Partial Match	0.6666666666666666	True	Causes	Causes	1.0	Phyllosticta citricarpa	Phyllosticta citricarpa	0.6666666666666666	Black Spot disease	Black Spot
False Negative	0.0		Located in			Phyllosticta citricarpa			South Africa	
False Negative	0.0		Located in			Black Spot disease			South Africa	
False Negative	0.0		Affects			Black Spot disease			citrus	
False Positive	0.0			Affects			citrus fruits			Black Spot
False Positive	0.0			Located in			citrus fruits			European Union
False Positive	0.0			Located in			Brazil			Mercosur
False Positive	0.0			Located in			Argentina			Mercosur
False Positive	0.0			Located in			Uruguay			Mercosur
False Positive	0.0			Located in			Colombia			Mercosur
False Positive	0.0			Located in			South Africa			Mercosur
