PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Partial Match	0.3333333333333333	True	Located in	Located in	1.0	Diaphorina citri, citrus sharpshooter, Diaphorina citri. kuwayama, HLB insect vector, Citrus Leafhopper, Diaphorina citri. Kuwayama, Citrus Leafhoppers	Diaphorina citri	0.3333333333333333	the region of Northwest Argentina, provinces of SANTIAGO DEL ESTERO, NOA	Northwest Argentina (NOA)
Partial Match	0.5	True	Has been found on	Have been found on	1.0	Diaphorina citri, citrus sharpshooter, Diaphorina citri. kuwayama, HLB insect vector, Citrus Leafhopper, Diaphorina citri. Kuwayama, Citrus Leafhoppers	Diaphorina citri	0.5	citrus, citrus fruits, citrus plants	citrus
Match	1.0	True	Located in	Located in	1.0	Diaphorina citri, citrus sharpshooter, Diaphorina citri. kuwayama, HLB insect vector, Citrus Leafhopper, Diaphorina citri. Kuwayama, Citrus Leafhoppers	Diaphorina citri	1.0	Province of TUCUMÁN, Provinces of TUCUMÁN	Province of TUCUMÁN
Partial Match	0.6	True	Located in	Located in	1.0	Diaphorina citri, citrus sharpshooter, Diaphorina citri. kuwayama, HLB insect vector, Citrus Leafhopper, Diaphorina citri. Kuwayama, Citrus Leafhoppers	Diaphorina citri	0.6	Villa de Medinas	Town of Villa de Medinas
Match	1.0	True	Located in	Located in	1.0	Diaphorina citri, citrus sharpshooter, Diaphorina citri. kuwayama, HLB insect vector, Citrus Leafhopper, Diaphorina citri. Kuwayama, Citrus Leafhoppers	Diaphorina citri	1.0	Chicligasta Department	Chicligasta Department
Match	1.0	True	Located in	Located in	1.0	Diaphorina citri, citrus sharpshooter, Diaphorina citri. kuwayama, HLB insect vector, Citrus Leafhopper, Diaphorina citri. Kuwayama, Citrus Leafhoppers	Diaphorina citri	1.0	Capayán Department	Capayán Department
Match	1.0	True	Located in	Located in	1.0	Diaphorina citri, citrus sharpshooter, Diaphorina citri. kuwayama, HLB insect vector, Citrus Leafhopper, Diaphorina citri. Kuwayama, Citrus Leafhoppers	Diaphorina citri	1.0	Provinces of CATAMARCA, Province of CATAMARCA	Province of CATAMARCA
Partial Match	0.5	True	Affects	Affects	1.0	Huanglongbing	Huanglongbing	0.5	citrus, citrus fruits, citrus plants	citrus
False Negative	0.0		Transmits			Diaphorina citri, citrus sharpshooter, Diaphorina citri. kuwayama, HLB insect vector, Citrus Leafhopper, Diaphorina citri. Kuwayama, Citrus Leafhoppers			HLB	
False Negative	0.0		Located in			HLB			provinces of JUJUY, Provinces of JUJUY	
False Negative	0.0		Located in			HLB			the region of Northwest Argentina, provinces of SANTIAGO DEL ESTERO, NOA	
False Negative	0.0		Located in			HLB			Provinces of CATAMARCA, Province of CATAMARCA	
False Negative	0.0		Located in			HLB			Province of TUCUMÁN, Provinces of TUCUMÁN	
False Negative	0.0		Located in			HLB			provinces of SALTA, Provinces of SALTA	
False Negative	0.0		Located in			HLB			NEA, Argentine Northeast region, provinces of MISIONES	
False Negative	0.0		Affects			HLB			citrus, citrus fruits, citrus plants	
False Negative	0.0		Located in			citrus, citrus fruits, citrus plants			the region of Northwest Argentina, provinces of SANTIAGO DEL ESTERO, NOA	
False Negative	0.0		Located in			Diaphorina citri, citrus sharpshooter, Diaphorina citri. kuwayama, HLB insect vector, Citrus Leafhopper, Diaphorina citri. Kuwayama, Citrus Leafhoppers			provinces of ENTRE RÍOS	
False Negative	0.0		Located in			Diaphorina citri, citrus sharpshooter, Diaphorina citri. kuwayama, HLB insect vector, Citrus Leafhopper, Diaphorina citri. Kuwayama, Citrus Leafhoppers			provinces of SALTA, Provinces of SALTA	
False Negative	0.0		Located in			Diaphorina citri, citrus sharpshooter, Diaphorina citri. kuwayama, HLB insect vector, Citrus Leafhopper, Diaphorina citri. Kuwayama, Citrus Leafhoppers			provinces of FORMOSA	
False Negative	0.0		Located in			Diaphorina citri, citrus sharpshooter, Diaphorina citri. kuwayama, HLB insect vector, Citrus Leafhopper, Diaphorina citri. Kuwayama, Citrus Leafhoppers			provinces of CHACO	
False Negative	0.0		Located in			Diaphorina citri, citrus sharpshooter, Diaphorina citri. kuwayama, HLB insect vector, Citrus Leafhopper, Diaphorina citri. Kuwayama, Citrus Leafhoppers			NEA, Argentine Northeast region, provinces of MISIONES	
False Negative	0.0		Located in			Diaphorina citri, citrus sharpshooter, Diaphorina citri. kuwayama, HLB insect vector, Citrus Leafhopper, Diaphorina citri. Kuwayama, Citrus Leafhoppers			provinces of SANTA FE	
False Negative	0.0		Located in			Diaphorina citri, citrus sharpshooter, Diaphorina citri. kuwayama, HLB insect vector, Citrus Leafhopper, Diaphorina citri. Kuwayama, Citrus Leafhoppers			provinces of JUJUY, Provinces of JUJUY	
False Negative	0.0		Located in			Diaphorina citri, citrus sharpshooter, Diaphorina citri. kuwayama, HLB insect vector, Citrus Leafhopper, Diaphorina citri. Kuwayama, Citrus Leafhoppers			provinces of CORRIENTES	
False Negative	0.0		Located in			citrus, citrus fruits, citrus plants			provinces of ENTRE RÍOS	
False Negative	0.0		Located in			citrus, citrus fruits, citrus plants			provinces of SALTA, Provinces of SALTA	
False Negative	0.0		Located in			citrus, citrus fruits, citrus plants			provinces of FORMOSA	
False Negative	0.0		Located in			citrus, citrus fruits, citrus plants			provinces of CHACO	
False Negative	0.0		Located in			citrus, citrus fruits, citrus plants			NEA, Argentine Northeast region, provinces of MISIONES	
False Negative	0.0		Located in			citrus, citrus fruits, citrus plants			provinces of SANTA FE	
False Negative	0.0		Located in			citrus, citrus fruits, citrus plants			provinces of JUJUY, Provinces of JUJUY	
False Negative	0.0		Located in			citrus, citrus fruits, citrus plants			provinces of CORRIENTES	
False Negative	0.0		Located in			Huanglongbing			Provinces of CATAMARCA, Province of CATAMARCA	
False Negative	0.0		Located in			citrus, citrus fruits, citrus plants			Provinces of CATAMARCA, Province of CATAMARCA	
False Negative	0.0		Located in			Candidatus Liberibacter spp.			Provinces of CATAMARCA, Province of CATAMARCA	
False Negative	0.0		Causes			Candidatus Liberibacter spp.			HLB	
False Positive	0.0			Transmit			Diaphorina citri			Huanglongbing
False Positive	0.0			Located in			Diaphorina citri			Argentina
False Positive	0.0			Located in			Diaphorina citri			Province of JUJUY
False Positive	0.0			Located in			Diaphorina citri			Province of SALTA
False Positive	0.0			Located in			Diaphorina citri			Province of ENTRE RÍOS
False Positive	0.0			Located in			Diaphorina citri			Province of CORRIENTES
False Positive	0.0			Located in			Diaphorina citri			Province of MISIONES
False Positive	0.0			Located in			Diaphorina citri			Province of CHACO
False Positive	0.0			Located in			Diaphorina citri			Province of FORMOSA
False Positive	0.0			Located in			Diaphorina citri			Province of SANTIAGO DEL ESTERO
False Positive	0.0			Located in			Diaphorina citri			Province of SANTA FE
