PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Match	1.0	True	Has been found on	Have been found on	1.0	Xylella, Xylella fastidiosa	Xylella fastidiosa	1.0	olive trees, olives, olive tree	olive trees
Partial Match	0.3333333333333333	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	0.3333333333333333	province of Lecce, entire provinces of Lecce	Lecce
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	Torricella	Torricella
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	Monteiasi	Monteiasi
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	Maruggio	Maruggio
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	San Marzano di San Giuseppe	San Marzano di San Giuseppe
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	Fragagnano	Fragagnano
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	Sava	Sava
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	Manduria	Manduria
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	Pulsano	Pulsano
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	province of Taranto	province of Taranto
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	Avetrana	Avetrana
Partial Match	0.3333333333333333	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	0.3333333333333333	entire provinces Brindisi, entire province of Brindisi	Brindisi
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	Polignano, Polignano a Mare	Polignano a Mare
Partial Match	0.5	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	0.5	Castellana, countryside of Castellana Grotte	Castellana Grotte
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	Carosino	Carosino
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	Roccaforzata	Roccaforzata
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	Faggiano	Faggiano
Match	1.0	True	Located in	Located in	1.0	olive trees, olives, olive tree	olive trees	1.0	Lizzano	Lizzano
False Negative	0.0		Located in			Xylella, Xylella fastidiosa			territory of the province of Bari, Bari area	
False Negative	0.0		Located in			Xylella, Xylella fastidiosa			province of Lecce, entire provinces of Lecce	
False Negative	0.0		Located in			Xylella, Xylella fastidiosa			Torricella	
False Negative	0.0		Located in			Xylella, Xylella fastidiosa			Monteiasi	
False Negative	0.0		Located in			Xylella, Xylella fastidiosa			Maruggio	
False Negative	0.0		Located in			Xylella, Xylella fastidiosa			San Marzano di San Giuseppe	
False Negative	0.0		Located in			Xylella, Xylella fastidiosa			Fragagnano	
False Negative	0.0		Located in			Xylella, Xylella fastidiosa			Sava	
False Negative	0.0		Located in			Xylella, Xylella fastidiosa			Manduria	
False Negative	0.0		Located in			Xylella, Xylella fastidiosa			Pulsano	
False Negative	0.0		Located in			Xylella, Xylella fastidiosa			province of Taranto	
False Negative	0.0		Located in			Xylella, Xylella fastidiosa			Avetrana	
False Negative	0.0		Located in			Xylella, Xylella fastidiosa			entire provinces Brindisi, entire province of Brindisi	
False Negative	0.0		Located in			Xylella, Xylella fastidiosa			Polignano, Polignano a Mare	
False Negative	0.0		Located in			Xylella, Xylella fastidiosa			Castellana, countryside of Castellana Grotte	
False Negative	0.0		Located in			Xylella, Xylella fastidiosa			Carosino	
False Negative	0.0		Located in			Xylella, Xylella fastidiosa			Roccaforzata	
False Negative	0.0		Located in			Xylella, Xylella fastidiosa			Faggiano	
False Negative	0.0		Located in			Xylella, Xylella fastidiosa			Lizzano	
False Negative	0.0		Located in			Xylella, Xylella fastidiosa			Apulian territory, Puglia	
False Negative	0.0		Located in			olive trees, olives, olive tree			Apulian territory, Puglia	
False Negative	0.0		Has been found on			Xylella, Xylella fastidiosa			olive groves	
False Negative	0.0		Located in			olive groves			entire provinces Brindisi, entire province of Brindisi	
False Positive	0.0			Causes			Xylella fastidiosa			Xylella
False Positive	0.0			Located in			olive trees			Bari area
False Positive	0.0			Located in			olive trees			Polignano
False Positive	0.0			Located in			olive trees			Castellana
False Positive	0.0			Affects			Xylella			olive trees
False Positive	0.0			Located in			olive trees			province of Bari
