PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Match	1.0	True	Affects	Affects	1.0	banana bunchy	banana bunchy	1.0	banana variety, banana, bananas, banana plantations, banana plantation	banana
Partial Match	0.5	True	Located in	Located in	0.5	banana variety, banana, bananas, banana plantations, banana plantation	banana bunchy	1.0	Uganda, West Nile region	West Nile region
Partial Match	0.5	True	Located in	Located in	0.5	banana variety, banana, bananas, banana plantations, banana plantation	banana bunchy	1.0	Arua district, Arua	Arua district
Partial Match	0.5	True	Located in	Located in	0.5	Banana bunchy top disease	banana bunchy	1.0	Kasese district, Kasese District	Kasese district
Partial Match	0.5	True	Located in	Located in	0.5	Banana bunchy top disease	banana bunchy	1.0	Mpondwe	Mpondwe
Partial Match	0.25	True	Affects	Affects	0.5	Banana bunchy top disease	banana bunchy	0.5	banana variety, banana, bananas, banana plantations, banana plantation	banana bunches
Partial Match	0.3333333333333333	True	Located in	Located in	0.3333333333333333	banana variety, banana, bananas, banana plantations, banana plantation	banana bacterial wilt	1.0	Malawi	Malawi
Partial Match	0.3333333333333333	True	Located in	Located in	0.3333333333333333	banana variety, banana, bananas, banana plantations, banana plantation	banana bacterial wilt	1.0	Asia	Asia
False Negative	0.0		Located in			banana variety, banana, bananas, banana plantations, banana plantation			Ankole	
False Negative	0.0		Located in			banana variety, banana, bananas, banana plantations, banana plantation			Buganda	
False Negative	0.0		Located in			maize			Malawi	
False Positive	0.0			Located in			banana bunchy			Democratic Republic of the Congo
False Positive	0.0			Located in			banana bacterial wilt			Uganda
