PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Partial Match	0.5	True	Located in	Located in	1.0	Xylella fastidiosa, Xylella	Xylella fastidiosa	0.5	Bari area, territory of the province of Bari	Bari
Partial Match	0.3333333333333333	True	Located in	Located in	1.0	Xylella fastidiosa, Xylella	Xylella fastidiosa	0.3333333333333333	province of Lecce, entire provinces of Lecce	Lecce
Partial Match	0.3333333333333333	True	Located in	Located in	1.0	Xylella fastidiosa, Xylella	Xylella fastidiosa	0.3333333333333333	province of Taranto	Taranto
Partial Match	0.3333333333333333	True	Located in	Located in	1.0	Xylella fastidiosa, Xylella	Xylella fastidiosa	0.3333333333333333	entire provinces Brindisi, entire province of Brindisi	Brindisi
Match	1.0	True	Located in	Located in	1.0	Xylella fastidiosa, Xylella	Xylella fastidiosa	1.0	Polignano, Polignano a Mare	Polignano
Match	1.0	True	Located in	Located in	1.0	Xylella fastidiosa, Xylella	Xylella fastidiosa	1.0	Castellana, countryside of Castellana Grotte	Castellana
Match	1.0	True	Has been found on	Have been found on	1.0	Xylella fastidiosa, Xylella	Xylella fastidiosa	1.0	olive tree, olives, olive trees	olive trees
Match	1.0	True	Located in	Located in	1.0	Xylella fastidiosa, Xylella	Xylella fastidiosa	1.0	Puglia, Apulian territory	Puglia
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Torricella	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Monteiasi	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Maruggio	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			San Marzano di San Giuseppe	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Fragagnano	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Sava	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Manduria	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Pulsano	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Avetrana	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Carosino	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Roccaforzata	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Faggiano	
False Negative	0.0		Located in			Xylella fastidiosa, Xylella			Lizzano	
False Negative	0.0		Located in			olive tree, olives, olive trees			province of Lecce, entire provinces of Lecce	
False Negative	0.0		Located in			olive tree, olives, olive trees			Torricella	
False Negative	0.0		Located in			olive tree, olives, olive trees			Monteiasi	
False Negative	0.0		Located in			olive tree, olives, olive trees			Maruggio	
False Negative	0.0		Located in			olive tree, olives, olive trees			San Marzano di San Giuseppe	
False Negative	0.0		Located in			olive tree, olives, olive trees			Fragagnano	
False Negative	0.0		Located in			olive tree, olives, olive trees			Sava	
False Negative	0.0		Located in			olive tree, olives, olive trees			Manduria	
False Negative	0.0		Located in			olive tree, olives, olive trees			Pulsano	
False Negative	0.0		Located in			olive tree, olives, olive trees			province of Taranto	
False Negative	0.0		Located in			olive tree, olives, olive trees			Avetrana	
False Negative	0.0		Located in			olive tree, olives, olive trees			entire provinces Brindisi, entire province of Brindisi	
False Negative	0.0		Located in			olive tree, olives, olive trees			Polignano, Polignano a Mare	
False Negative	0.0		Located in			olive tree, olives, olive trees			Castellana, countryside of Castellana Grotte	
False Negative	0.0		Located in			olive tree, olives, olive trees			Carosino	
False Negative	0.0		Located in			olive tree, olives, olive trees			Roccaforzata	
False Negative	0.0		Located in			olive tree, olives, olive trees			Faggiano	
False Negative	0.0		Located in			olive tree, olives, olive trees			Lizzano	
False Negative	0.0		Located in			olive tree, olives, olive trees			Puglia, Apulian territory	
False Negative	0.0		Has been found on			Xylella fastidiosa, Xylella			olive groves	
False Negative	0.0		Located in			olive groves			entire provinces Brindisi, entire province of Brindisi	
False Positive	0.0			Affects			Xylella fastidiosa			olive trees
