PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Partial Match	0.3333333333333333	True	Located in	Located in	1.0	Xylella, xylella fastidiosa	xylella fastidiosa	0.3333333333333333	territory of France	France
Partial Match	0.3333333333333333	True	Located in	Located in	1.0	Xylella, xylella fastidiosa	xylella fastidiosa	0.3333333333333333	territory of Portugal, Portugal	Portugal
Partial Match	0.2857142857142857	True	Has been found on	Have been found on	0.2857142857142857	xylella fastidiosa subsp. fastidiosa the ST2 pathotype	xylella fastidiosa	1.0	Elaeagnus angustifolia	Elaeagnus angustifolia
Partial Match	0.2857142857142857	True	Causes	Causes	0.2857142857142857	xylella fastidiosa subsp. fastidiosa the ST2 pathotype	xylella fastidiosa	1.0	Pierce's disease	Pierce's disease
Match	1.0	True	Affects	Affects	1.0	Pierce's disease	Pierce's disease	1.0	grapevines, grape	grape
Partial Match	0.5	True	Has been found on	Have been found on	0.5	xylella fastidiosa subsp. multiplex	xylella fastidiosa	1.0	Citrus limon	Citrus limon
Partial Match	0.5	True	Has been found on	Have been found on	0.5	xylella fastidiosa subsp. multiplex	xylella fastidiosa	1.0	C. Retoculata	C. Retoculata
Partial Match	0.5	True	Has been found on	Have been found on	0.5	xylella fastidiosa subsp. multiplex	xylella fastidiosa	1.0	C.paradise	C.paradise
Partial Match	0.5	True	Has been found on	Have been found on	0.5	xylella fastidiosa subsp. multiplex	xylella fastidiosa	1.0	Citrus sinensis, C.sinensis	C.sinensis
Partial Match	0.9	False	Has been found on	Affects	1.0	Xylella, xylella fastidiosa	xylella fastidiosa	1.0	almond tree	almond tree
Partial Match	0.9	False	Has been found on	Affects	1.0	Xylella, xylella fastidiosa	xylella fastidiosa	1.0	alfalfa	alfalfa
Partial Match	0.9	False	Has been found on	Affects	1.0	Xylella, xylella fastidiosa	xylella fastidiosa	1.0	olive	olive
Partial Match	0.9	False	Has been found on	Affects	1.0	Xylella, xylella fastidiosa	xylella fastidiosa	1.0	coffee	coffee
Partial Match	0.9	False	Has been found on	Affects	1.0	Xylella, xylella fastidiosa	xylella fastidiosa	1.0	acacia	acacia
Partial Match	0.9	False	Has been found on	Affects	1.0	Xylella, xylella fastidiosa	xylella fastidiosa	1.0	myrtles	myrtles
Partial Match	0.9	False	Has been found on	Affects	1.0	Xylella, xylella fastidiosa	xylella fastidiosa	1.0	citrus fruits, citrus species	citrus fruits
Partial Match	0.9	False	Has been found on	Affects	1.0	Xylella, xylella fastidiosa	xylella fastidiosa	1.0	oleander	oleander
Partial Match	0.9	False	Has been found on	Affects	1.0	Xylella, xylella fastidiosa	xylella fastidiosa	1.0	sorghum	sorghum
Partial Match	0.9	False	Has been found on	Affects	1.0	Xylella, xylella fastidiosa	xylella fastidiosa	1.0	rosemary	rosemary
Partial Match	0.9	False	Has been found on	Affects	1.0	Xylella, xylella fastidiosa	xylella fastidiosa	1.0	sycamore	sycamore
Partial Match	0.9	False	Has been found on	Affects	1.0	Xylella, xylella fastidiosa	xylella fastidiosa	1.0	grapevines, grape	grape
Partial Match	0.9	False	Has been found on	Affects	1.0	Xylella, xylella fastidiosa	xylella fastidiosa	1.0	milkweed	milkweed
False Negative	0.0		Located in			Xylella, xylella fastidiosa			Union territory, territory of the Union	
False Negative	0.0		Located in			Xylella, xylella fastidiosa			RAOA, Provence-Alpes-Côte d'Azur	
False Negative	0.0		Located in			Xylella, xylella fastidiosa			Occitanie, region of Occitanie	
False Negative	0.0		Located in			xylella fastidiosa subsp. fastidiosa the ST2 pathotype			Union territory, territory of the Union	
False Negative	0.0		Located in			xylella fastidiosa subsp. fastidiosa the ST2 pathotype			territory of Portugal, Portugal	
False Negative	0.0		Located in			xylella fastidiosa subsp. fastidiosa the ST2 pathotype			US	
False Negative	0.0		Has been found on			xylella fastidiosa subsp. fastidiosa the ST2 pathotype			grapevines, grape	
False Negative	0.0		Located in			Elaeagnus angustifolia			territory of Portugal, Portugal	
False Negative	0.0		Located in			Pierce's disease			US	
False Negative	0.0		Located in			grapevines, grape			US	
False Negative	0.0		Located in			xylella fastidiosa subsp. multiplex			Union territory, territory of the Union	
False Negative	0.0		Has been found on			xylella fastidiosa subsp. multiplex			citrus fruits, citrus species	
False Negative	0.0		Located in			Citrus sinensis, C.sinensis			Union territory, territory of the Union	
False Negative	0.0		Located in			citrus fruits, citrus species			Union territory, territory of the Union	
False Negative	0.0		Located in			Citrus limon			Union territory, territory of the Union	
False Negative	0.0		Located in			C.paradise			Union territory, territory of the Union	
False Negative	0.0		Located in			C. Retoculata			Union territory, territory of the Union	
False Positive	0.0			Have been found on			xylella fastidiosa			Citrus sinensis
